Unnamed: 0,participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,sender_role,recipient_role,body,intent,,timestamp,,recipient__code,recipient_role,catalog,parameter_db,sender_reqs_at_message,sender_pars_at_message
6021,ej37aac0,5,11,qjtx38gl,5-engine_design-3-1-4,piston,,were at very good rn,,,1555008647,,ybys5z1m,conrod,1,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 36.09, \""fos\"": 2.09}""","""{\""D\"": 82.5, \""c\"": 187.5, \""t_f\"": 51.0, \""ds\"": 50.0}"""
6022,ej37aac0,5,17,82k31ma8,5-engine_design-4-2-4,flywheel,,Yeah I put my thickness and diameter to make ms=0.52,,,1555008650,,bluah825,conrod,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6023,ej37aac0,5,9,jqpe7bch,5-engine_design-2-4-5,conrod,,Can you find a way to increase the FOS for your component?,,,1555008654,,dodzc3qu,pistonpin,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 2.86, ""fos"": 1.46}","{""D"": 40.0, ""c"": 77.5, ""t_f"": 30.0, ""ds"": 15.0}"
6024,ej37aac0,5,8,ep4b7i9r,5-engine_design-2-3-5,crankshaft,,"okay, the bearing support offset should be minimized for my part and an increasing crank pin diameter increases my FOS",,,1555008656,,dodzc3qu,pistonpin,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.83, ""fos"": 1.46}","{""D"": 40.0, ""c"": 77.5, ""t_f"": 10.0, ""ds"": 17.5}"
6025,ej37aac0,5,15,otzyvdhz,5-engine_design-3-1-5,pistonpin,,ey ywe did it,,,1555008658,,qjtx38gl,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6026,ej37aac0,5,2,v3wryig8,5-engine_design-1-2-3,flywheel,,Its at very good,,,1555008661,,izy564cb,crankshaft,1,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 37.16, \""fos\"": 2.03}""","""{\""D\"": 90.0, \""c\"": 150.0, \""t_f\"": 12.0, \""ds\"": 40.0}"""
6027,ej37aac0,5,5,h0nuuis0,5-engine_design-1-1-5,pistonpin,,Okay. We're probably at the best we can do. Will talk to other designerd.,,,1555008661,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6028,ej37aac0,5,15,otzyvdhz,5-engine_design-3-2-5,pistonpin,,Good job team,,,1555008667,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6029,ej37aac0,5,11,qjtx38gl,5-engine_design-3-1-4,piston,,we have exceleent,,,1555008668,,ybys5z1m,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6030,ej37aac0,5,10,dodzc3qu,5-engine_design-2-2-5,pistonpin,,yea our values are horrible,,,1555008668,,tsgfl08e,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.83, ""fos"": 1.46}","{""D"": 40.0, ""c"": 77.5, ""t_f"": 10.0, ""ds"": 17.5}"
6031,ej37aac0,5,19,bluah825,5-engine_design-4-3-4,conrod,,since if I lower my part's weight the fos will decrease largely,,,1555008668,,90tfhf3t,crankshaft,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.86, ""fos"": 1.46}","{""D"": 40.0, ""c"": 130.0, ""t_f"": 10.0, ""ds"": 17.5}"
6032,ej37aac0,5,2,v3wryig8,5-engine_design-1-2-5,flywheel,,its at very good,,,1555008669,,h0nuuis0,pistonpin,1,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 37.16, \""fos\"": 2.03}""","""{\""D\"": 90.0, \""c\"": 150.0, \""t_f\"": 12.0, \""ds\"": 40.0}"""
6033,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-1-4,conrod,,"we got it, don't change things",,,1555008669,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6034,ej37aac0,5,3,izy564cb,5-engine_design-1-2-3,crankshaft,,Update it I'm at excellent now,,,1555008669,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6035,ej37aac0,5,16,qprr8i4v,5-engine_design-4-1-2,piston,,as long as you dont dramatically decrease your Fs because i think most oif it is coming from you,,,1555008670,,82k31ma8,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.14, ""fos"": 0.57}","{""D"": 55.0, ""c"": 77.5, ""t_f"": 10.0, ""ds"": 15.0}"
6036,ej37aac0,5,15,otzyvdhz,5-engine_design-3-3-5,pistonpin,,good job team,,,1555008672,,81p12ddu,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6037,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-2-4,conrod,,"we got it, don't change things",,,1555008672,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6038,ej37aac0,5,11,qjtx38gl,5-engine_design-3-1-3,piston,,we have excellent,,,1555008673,,81p12ddu,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6039,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-3-4,conrod,,"we got it, don't change things",,,1555008674,,izy564cb,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6040,ej37aac0,5,14,ybys5z1m,5-engine_design-3-2-4,conrod,,ok we are good,,,1555008674,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6041,ej37aac0,5,17,82k31ma8,5-engine_design-4-1-2,flywheel,,what is your fos?,,,1555008674,,qprr8i4v,piston,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6042,ej37aac0,5,5,h0nuuis0,5-engine_design-1-2-5,pistonpin,,Don't change anything!,,,1555008675,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6043,ej37aac0,5,15,otzyvdhz,5-engine_design-3-4-5,pistonpin,,good job team,,,1555008675,,ybys5z1m,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6044,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-4-5,conrod,,"we got it, don't change things",,,1555008676,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6045,ej37aac0,5,13,81p12ddu,5-engine_design-3-2-3,crankshaft,,what is your fos?,,,1555008677,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6046,ej37aac0,5,19,bluah825,5-engine_design-4-4-5,conrod,,if I lower my part's weight the fos will decrease largely,,,1555008677,,01chcjy5,pistonpin,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.86, ""fos"": 1.46}","{""D"": 40.0, ""c"": 130.0, ""t_f"": 10.0, ""ds"": 17.5}"
6047,ej37aac0,5,16,qprr8i4v,5-engine_design-4-1-2,piston,,and we need all the help we can get with fs,,,1555008677,,82k31ma8,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.14, ""fos"": 0.57}","{""D"": 55.0, ""c"": 77.5, ""t_f"": 10.0, ""ds"": 15.0}"
6048,ej37aac0,5,14,ybys5z1m,5-engine_design-3-3-4,conrod,,nice,,,1555008679,,81p12ddu,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.38, ""fos"": 2.78}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6049,ej37aac0,5,15,otzyvdhz,5-engine_design-3-1-5,pistonpin,,good job team,,,1555008679,,qjtx38gl,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6050,ej37aac0,5,11,qjtx38gl,5-engine_design-3-1-2,piston,,we have excellent rn,,,1555008679,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6051,ej37aac0,5,5,h0nuuis0,5-engine_design-1-1-5,pistonpin,,Don't change it!,,,1555008682,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6052,ej37aac0,5,19,bluah825,5-engine_design-4-2-4,conrod,,if I lower my part's weight the fos will decrease largely,,,1555008682,,82k31ma8,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.86, ""fos"": 1.46}","{""D"": 40.0, ""c"": 130.0, ""t_f"": 10.0, ""ds"": 17.5}"
6053,ej37aac0,5,3,izy564cb,5-engine_design-1-3-4,crankshaft,,Sounds good,,,1555008682,,ocwv4vf9,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6054,ej37aac0,5,1,fd7t2fys,5-engine_design-1-1-4,piston,,No i changed the thickness but Im about to decrease the bore diameter because the piston pin designer wants to,,,1555008683,,ocwv4vf9,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.23, ""fos"": 2.03}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6055,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-1-4,conrod,,gg team,,,1555008683,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6056,ej37aac0,5,11,qjtx38gl,5-engine_design-3-1-5,piston,,niceee haha,,,1555008684,,otzyvdhz,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6057,ej37aac0,5,17,82k31ma8,5-engine_design-4-2-3,flywheel,,what is your fos?,,,1555008685,,90tfhf3t,crankshaft,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6058,ej37aac0,5,5,h0nuuis0,5-engine_design-1-3-5,pistonpin,,Don't change it!,,,1555008687,,izy564cb,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 36.09, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6059,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-2-4,conrod,,gg team,,,1555008688,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6060,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-4-5,conrod,,gg team,,,1555008690,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6061,ej37aac0,5,4,ocwv4vf9,5-engine_design-1-3-4,conrod,,gg team,,,1555008692,,izy564cb,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6062,ej37aac0,5,12,lmyrgwnh,5-engine_design-3-2-3,flywheel,,9193,,,1555008692,,81p12ddu,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6063,ej37aac0,5,17,82k31ma8,5-engine_design-4-2-5,flywheel,,what is your fos?,,,1555008692,,01chcjy5,pistonpin,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6064,ej37aac0,5,3,izy564cb,5-engine_design-1-3-5,crankshaft,,Sounds good,,,1555008695,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6065,ej37aac0,5,2,v3wryig8,5-engine_design-1-2-5,flywheel,,greatjob,,,1555008698,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.16, ""fos"": 2.03}","{""D"": 90.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6066,ej37aac0,5,1,fd7t2fys,5-engine_design-1-1-4,piston,,Yeah I am happy with this gg,,,1555008699,,ocwv4vf9,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.23, ""fos"": 2.03}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6067,ej37aac0,5,13,81p12ddu,5-engine_design-3-2-3,crankshaft,,?,,,1555008701,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6068,ej37aac0,5,1,fd7t2fys,5-engine_design-1-1-5,piston,,gg,,,1555008702,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.23, ""fos"": 2.03}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6069,ej37aac0,5,2,v3wryig8,5-engine_design-1-2-3,flywheel,,great job,,,1555008703,,izy564cb,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.16, ""fos"": 2.03}","{""D"": 90.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6070,ej37aac0,5,12,lmyrgwnh,5-engine_design-3-2-3,flywheel,,we are in excellent right now,,,1555008703,,81p12ddu,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6071,ej37aac0,5,13,81p12ddu,5-engine_design-3-2-3,crankshaft,,Nevermind,,,1555008703,,lmyrgwnh,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6072,ej37aac0,5,9,jqpe7bch,5-engine_design-2-2-4,conrod,,What external variables affect your design?,,,1555008706,,tsgfl08e,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 2.86, ""fos"": 1.46}","{""D"": 40.0, ""c"": 77.5, ""t_f"": 30.0, ""ds"": 15.0}"
6073,ej37aac0,5,2,v3wryig8,5-engine_design-1-1-2,flywheel,,great job,,,1555008708,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.16, ""fos"": 2.03}","{""D"": 90.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6074,ej37aac0,5,2,v3wryig8,5-engine_design-1-2-4,flywheel,,great job,,,1555008712,,ocwv4vf9,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.16, ""fos"": 2.03}","{""D"": 90.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6075,ej37aac0,5,3,izy564cb,5-engine_design-1-2-3,crankshaft,,you too!,,,1555008717,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6076,ej37aac0,5,3,izy564cb,5-engine_design-1-3-5,crankshaft,,Good job,,,1555008722,,h0nuuis0,pistonpin,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6077,ej37aac0,5,5,h0nuuis0,5-engine_design-1-1-5,pistonpin,,:),,,1555008726,,fd7t2fys,piston,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6078,ej37aac0,5,20,01chcjy5,5-engine_design-4-4-5,pistonpin,,let me reduce the D to 40,,,1555008728,,bluah825,conrod,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.11, ""fos"": 0.1}","{""D"": 55.0, ""c"": 77.5, ""t_f"": 30.0, ""ds"": 25.0}"
6079,ej37aac0,5,5,h0nuuis0,5-engine_design-1-2-5,pistonpin,,:),,,1555008728,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6080,ej37aac0,5,17,82k31ma8,5-engine_design-4-2-4,flywheel,,It only matters about our lowest one I believe,,,1555008730,,bluah825,conrod,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6081,ej37aac0,5,5,h0nuuis0,5-engine_design-1-4-5,pistonpin,,:),,,1555008731,,ocwv4vf9,conrod,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6082,ej37aac0,5,10,dodzc3qu,5-engine_design-2-4-5,pistonpin,,one second,,,1555008733,,jqpe7bch,conrod,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.12, ""fos"": 0.1}","{""D"": 55.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
6083,ej37aac0,5,5,h0nuuis0,5-engine_design-1-3-5,pistonpin,,:),,,1555008734,,izy564cb,crankshaft,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 34.03, ""fos"": 2.09}","{""D"": 82.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
6084,ej37aac0,5,8,ep4b7i9r,5-engine_design-2-3-4,crankshaft,,The crank-pin diameter and bearing support offset are my variables,,,1555008747,,jqpe7bch,conrod,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.24, ""fos"": 0.1}","{""D"": 55.0, ""c"": 60.0, ""t_f"": 15.0, ""ds"": 15.0}"
6085,ej37aac0,5,17,82k31ma8,5-engine_design-4-1-2,flywheel,,Isnt our fos about which part has the lowest?,,,1555008748,,qprr8i4v,piston,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.7, \""fos\"": 0.6}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6086,ej37aac0,5,1,fd7t2fys,5-engine_design-1-1-2,piston,,Hell to the yeah,,,1555008750,,v3wryig8,flywheel,1,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 37.23, ""fos"": 2.03}","{""D"": 82.5, ""c"": 187.5, ""t_f"": 51.0, ""ds"": 50.0}"
6087,ej37aac0,5,16,qprr8i4v,5-engine_design-4-1-5,piston,,is it possible to increase your factor of safety?,,,1555008756,,01chcjy5,pistonpin,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 3.87, \""fos\"": 0.1}""","""{\""D\"": 40.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 22.5}"""
6088,ej37aac0,5,18,90tfhf3t,5-engine_design-4-2-3,crankshaft,,4.55 which is my highest,,,1555008763,,82k31ma8,flywheel,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.21, \""fos\"": 1.14}""","""{\""D\"": 55.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6089,ej37aac0,5,18,90tfhf3t,5-engine_design-4-2-3,crankshaft,,my mass is 1.71,,,1555008773,,82k31ma8,flywheel,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.21, \""fos\"": 1.14}""","""{\""D\"": 55.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
6090,ej37aac0,5,8,ep4b7i9r,5-engine_design-2-2-3,crankshaft,,It looks a little better now,,,1555008780,,tsgfl08e,flywheel,1,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 5.66, ""fos"": 0.1}","{""D"": 55.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 22.5}"
6091,ej37aac0,5,18,90tfhf3t,5-engine_design-4-2-3,crankshaft,,my mass values range from 1.13 to 3.12,,,1555008787,,82k31ma8,flywheel,1,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.21, \""fos\"": 1.14}""","""{\""D\"": 55.0, \""c\"": 60.0, \""t_f\"": 10.0, \""ds\"": 15.0}"""
