,full_text
5474,I dont think it affects much  not too sure  Lets give it a go
5475,Lets improve lowest factorofsafety now  What is yours ? 
5476,Lets improve lowest factorofsafety now  What is yours ? 
5477,group- does anyone depend on flywheelthickness  flywheeldiameter
5478,group- does anyone depend on flywheelthickness  flywheeldiameter
5479,group- does anyone depend on flywheelthickness  flywheeldiameter
5480,group- does anyone depend on flywheelthickness  flywheeldiameter
5481,i do
5482,mine is  1200 
5483,Mine only changes when yours change lol
5484,my lowest factorofsafety is  1   46   max is  31   19 
5485,Could you try decreasing it again ?  I mass trying to raise my factorofsafety more since my mass is so small
5486,Ok cause I have the option to increase weight by   15  while also increasing factorofsafety by   65 
5487,I had r 2  equals to   75   and r 3  equals to   68  and that gave an okay factorofsafety  but I just lowered it to r 2  equals to   7  and r 3  equals to   55  which lowered the factorofsafety too much
5488,You need to coordinate with crankshaft to reduce his her mass  crankshaft is the heaviest part
5489,is there any way you can increase factorofsafety
5490,try raising it back up a bit and see what happens
5491,my current factorofsafety is   67  and I think it should be above one
5492, 20   86   mass of   6  
5493,Alright  I mass on lowest bore diameter now  Mass  equals to    91   factorofsafety  equals to   7   37 
5494,My factorofsafety is  1   11 
5495,My factorofsafety is  1   11 
5496,My factorofsafety is  1   11 
5497,My factorofsafety is  1   11 
5498,group :  we are at good  hold on 
5499,Alright  I mass on lowest bore diameter now  Mass  equals to    91   factorofsafety  equals to   7   37 
5500,raising it now
5501,Alright  I mass on lowest bore diameter now  Mass  equals to    91   factorofsafety  equals to   7   37 
5502,group-save current values as backup  12 
5503, group :  we are at good  hold on 
5504, group :  we are at good  hold on 
5505,OK STOP
5506, group :  we are at good  hold on 
5507, back up  2 
5508,OK STOP
5509,Alright  I mass on lowest bore diameter now  Mass  equals to    91   factorofsafety  equals to   7   37 
5510,OK STOP
5511,group-save current values as backup  2 
5512,OK STOP
5513,ok i increased dc and it got better ? 
5514,ok cool
5515,group-save current values as backup  2 
5516,we re good now
5517,group-save current values as backup  2 
5518,we re good now
5519,My factorofsafety is currently maxed out at  1   23  but I mass trying to raise it more since my mass is so small
5520,we re good now
5521,My factorofsafety is currently maxed out at  1   23  but I mass trying to raise it more since my mass is so small
5522,we re good now
5523,What is your range of factorofsafety ? 
5524,My factorofsafety is currently maxed out at  1   23  but I mass trying to raise it more since my mass is so small
5525,Thats a good option
5526,okay now weight is down  but factorofsafety is a tad too low
5527,what do you need
5528,currently on lowest diameter
5529,check what you have now  piston changed
5530,currently with the rod designer
5531,It s getting better  keep it up
5532,GROUP :  let me alter some things real quick
5533,awesome
5534,GROUP :  let me alter some things real quick
5535,GROUP :  let me alter some things real quick
5536,GROUP :  let me alter some things real quick
5537,sounds good  flywheel now needs to check theirs i think
5538,What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety
5539, we only need to decrease mass now
5540,Current settings seem to just hit the min values  seems like a good reference point   all 
5541, pistonborediameter  piston bore
5542,What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety
5543,i think everyone else has more influence than i do  my max factorofsafety i can go to is  1   23  at the moment and my max mass is 0   07 
5544,Current settings seem to just hit the min values  seems like a good reference point   all 
5545,it looks like we are at good now
5546,What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety
5547,group :  one change at a time  let crankshaft change and then he she can let us know 
5548,Current settings seem to just hit the min values  seems like a good reference point   all 
5549,Current settings seem to just hit the min values  seems like a good reference point   all 
5550,do you depend on t 1  or r 1  ? 
5551,group :  one change at a time  let crankshaft change and then he she can let us know 
5552,ok i raised dc and things got better haha
5553,group :  one change at a time  let crankshaft change and then he she can let us know 
5554,we can try smaller mass
5555,no only pistonborediameter
5556,group :  one change at a time  let crankshaft change and then he she can let us know 
5557, 5625   56 
5558,Yeah I was about to ask that and i think you are right
5559,factorofsafety is very good
5560,to do that should I lower r  which could lower our factorofsafety too much
5561,My current factorofsafety in my table is  1   11 
5562,alright
5563,kmaybe not
5564,Have you been changing the piston and seeing how the piston-pin can be changed ? 
5565,I think factorofsafety might depend on me then
5566,Let s update eveyone with new mass and factorofsafety whenever we make changes
5567,im happy with that lol
5568,Let s update eveyone with new mass and factorofsafety whenever we make changes
5569,Let s update eveyone with new mass and factorofsafety whenever we make changes
5570,yeah if it lowers factorofsafety too much  weshouldnt
5571,Let s update eveyone with new mass and factorofsafety whenever we make changes
5572,can you change yours ?  Piston and flywheel just changed theres
5573,sweet we just need to get mass down
5574,GROUP :  crankshaft done  factorofsafety is great  mass needs just a little bit to bring into Very Good  piston goes next
5575,GROUP :  crankshaft done  factorofsafety is great  mass needs just a little bit to bring into Very Good  piston goes next
5576,Well the flywheel has a factorofsafety of  5625   56 
5577,according to the thing on the screen it says very good
5578,GROUP :  crankshaft done  factorofsafety is great  mass needs just a little bit to bring into Very Good  piston goes next
5579,yes but then mass would increadse
5580,GROUP :  crankshaft done  factorofsafety is great  mass needs just a little bit to bring into Very Good  piston goes next
5581, Do you guys just want to keep this setting and change one at a time ? 
5582,do you depend on t 1  or r 1  ? 
5583,Ive changed it and I can sway the overall by roughly  0   1  by adding  0   03  mass
5584,piston pin had been able to hit factorofsafety of  1  at one point  was usually below  1 
5585,I think he influences it the most
5586,no I don t need either
5587,Something just took a hit  Any idea what changed ? 
5588,okay
5589,group :  i changed my part 
5590,what option are you currently on
5591,group :  i changed my part 
5592,Group- only piston engineer edits
5593,group :  i changed my part 
5594,group :  i changed my part 
5595,Group- only piston engineer edits
5596,Group- only piston engineer edits
5597,how much does your factorofsafety increase though ?  because then we could save mass in other parts
5598,yessir
5599,Group- only piston engineer edits
5600,group :  who s next ? 
5601,What is your factorofsafety ? 
5602,group :  who s next ? 
5603,mass  1   14  factorofsafety  1   32 
5604,no way
5605,group :  who s next ? 
5606,you done ? 
5607,group :  who s next ? 
5608,do you depend on t 1  or r 1  ? 
5609, 11   3 
5610,no
5611,piston change :  cur mass  equals to   1   0 kg   cur factorofsafety  equals to   4   56 
5612,do you depend on t 1  or r 1  ? 
5613,piston change :  cur mass  equals to   1   0 kg   cur factorofsafety  equals to   4   56 
5614, So if I decrease mass  factorofsafety will decrease by  10000   So I would not do anything
5615,Ok  I can now get factorofsafety of over  3  for   12  kg so it works well for me but if you need to change it I can try other settings
5616,piston change :  cur mass  equals to   1   0 kg   cur factorofsafety  equals to   4   56 
5617,it s just good
5618,ok nvm
5619,yes
5620,The piston pin is pretty important though so id say maximize mass for factorofsafety if you can
5621,piston change :  cur mass  equals to   1   0 kg   cur factorofsafety  equals to   4   56 
5622, 24   3  at mass  equals to    75 
5623,But I have the minimum factorofsafety so I ll fail first so shouldnt that be the most important
5624,i control Ti and r 1 
5625,flywheel unchanged    0   52  kg and factorofsafety  1215 
5626,below  45  weight and above  2  factorofsafety for auto engine design
5627,it can range from  2  to  60 
5628,flywheel unchanged    0   52  kg and factorofsafety  1215 
5629,flywheel unchanged    0   52  kg and factorofsafety  1215 
5630,flywheel unchanged    0   52  kg and factorofsafety  1215 
5631,on the projector
5632,whats your current factorofsafety
5633,GROUP :  flywheel next  please try to get mass down without going under factorofsafety of  2 
5634,GROUP :  flywheel next  please try to get mass down without going under factorofsafety of  2 
5635,Do it  I think you have the most influence over factorofsafety  Piston pin guy can only go to a max of  1   23  factorofsafety  rod designer has a current factorofsafety of  11   3   crankshaft factorofsafety is  1   11   and mine is  7   37 
5636,no
5637,can you raise factorofsafety still ? 
5638,GROUP :  flywheel next  please try to get mass down without going under factorofsafety of  2 
5639,GROUP :  flywheel next  please try to get mass down without going under factorofsafety of  2 
5640,I mass on second lowest diameter at the moment
5641,try putting it on the high end to see if that impacts our factorofsafety significantly
5642,Is your factorofsafety twelve hundred ?  ?  
5643,GROUP :  keep communicating 
5644,Ohhh truee didn t think about that  Hmmm
5645,GROUP :  keep communicating 
5646, 11   3 
5647,ok i did
5648,GROUP :  keep communicating 
5649, anyone has lower factorofsafety change when mass dec ? 
5650,GROUP :  keep communicating 
5651,then we can ask someone to decrease mass
5652,mass is   37 
5653,group-flywheel now
5654,group-flywheel now
5655,yes  the minimum is  700  haha
5656,do you think lower diameter will give you a higher factorofsafety ? 
5657,group :  nobody depends on what i change  so ill edit last 
5658,group-flywheel now
5659,only way to go above  2  with current settings is to raise mass to  1   31 
5660,group :  nobody depends on what i change  so ill edit last 
5661,group-flywheel now
5662,group :  nobody depends on what i change  so ill edit last 
5663,group :  nobody depends on what i change  so ill edit last 
5664,t 1  or flywheelthickness ? 
5665,Crankshaft just brought up perhaps the person with the lowest factorofsafety will fail first  so they re factorofsafety is the most important  What do you think ? 
5666,ok cause I have lowest factorofsafety so ill fail first meaning overall factorofsafety depends on me
5667,what do you control 
5668,Crankshaft just brought up perhaps the person with the lowest factorofsafety will fail first  so they re factorofsafety is the most important  What do you think ? 
5669,Crankshaft just brought up perhaps the person with the lowest factorofsafety will fail first  so they re factorofsafety is the most important  What do you think ? 
5670,what what happened ?  We had our factorofsafety above  2  
5671,yeah im trying to keep it on the high end
5672,flywheel - update the group when you change 
5673,what what happened ?  We had our factorofsafety above  2  
5674,no one depends on mine either
5675,Can you reduce piston factorofsafety ? 
5676,yes  I can get up to a factorofsafety of  3  at  45  but only  1   23  at  47   5 
5677,t 1  and r 1 
5678,I think i have my ideal broadcast
5679,We are compromising mass
5680,updated mass to   46   factorofsafety to  10   7 
5681,I think i have my ideal broadcast
5682,We had fair a minute ago  who has been making changes ?  I haven t changed anything
5683,We had fair a minute ago  who has been making changes ?  I haven t changed anything
5684,We had fair a minute ago  who has been making changes ?  I haven t changed anything
5685,We had fair a minute ago  who has been making changes ?  I haven t changed anything
5686,updated mass to   46   factorofsafety to  10   7 
5687,I think i have my ideal broadcast
5688,updated mass to   46   factorofsafety to  10   7 
5689,I think i have my ideal broadcast
5690,updated mass to   46   factorofsafety to  10   7 
5691,Whoever just changed something about factorofsafety change it back   It made it worse
5692,group - same with piston-pin
5693,group - same with piston-pin
5694,group - same with piston-pin
5695,group - same with piston-pin
5696,Whoever just changed something about factorofsafety change it back   It made it worse
5697,i dont think it actually changes the factorofsafety
5698,Whoever just changed something about factorofsafety change it back   It made it worse
5699,me too
5700,Group :  alert everyone before you change anything 
5701,Group :  alert everyone before you change anything 
5702,Group :  alert everyone before you change anything 
5703,that makes sense  i just maxed my factorofsafety right now
5704,Group :  alert everyone before you change anything 
5705,Not sure  I didn t change anything  I let all the others know
5706,which I just tried but someone else must have made a change at the same time
5707,mine has been constant from last change
5708,okay i ust put my factorofsafety to  63   did it affect it much ? 
5709,Its probably weighted  If we can raise the lowest factorofsafety to its max and the highest factorofsafety to its min mass it might work
5710,flywheel  are you good ? 
5711,just to see is it the one with the lowest ms and highest factorofsafety in the far right column ? 
5712,okay i just put my factorofsafety to  63   did it affect it much ? 
5713,Yeah its down to like   67  now
5714,I decreases mass bu  0   04  and decreased factorofsafety by  2  due to piston changes
5715,if I reduce piston factorofsafety overall factorofsafety goes down a lot
5716,Are you done flywheel ? 
5717,same
5718,mass equals to  0   07  factorofsafety equals to  1   23 
5719,mass equals to  0   07  factorofsafety equals to  1   23 
5720,grp-im done
5721,I raised mine to  2   28  so someone made a change to something much lower than that
5722,should i switch back then ? 
5723,grp-im done
5724,grp-im done
5725,grp-im done
5726,Lets try and get back to where Fair was  that seemed like the right track
5727,Lets all maximize our factorofsafety and try to cut mass instead
5728,GROUP :  flywheel done for now  please Connecting Rod next with same goal of lower mass w o factorofsafety under  2 
5729,GROUP :  flywheel done for now  please Connecting Rod next with same goal of lower mass w o factorofsafety under  2 
5730,Lets all maximize our factorofsafety and try to cut mass instead
5731,GROUP :  flywheel done for now  please Connecting Rod next with same goal of lower mass w o factorofsafety under  2 
5732,Group :  I will decrease mine now
5733,group :  who wants to go next ? 
5734,you next ? 
5735,Lets all maximize our factorofsafety and try to cut mass instead
5736,so basically whatever my factorofsafety is is what our system factorofsafety is  we need to find a way to increase my max factorofsafety
5737,GROUP :  flywheel done for now  please Connecting Rod next with same goal of lower mass w o factorofsafety under  2 
5738,Group :  I will decrease mine now
5739,Group :  I will decrease mine now
5740,Lets all maximize our factorofsafety and try to cut mass instead
5741,a little someone else is messing around with their factorofsafety
5742,cool  I ll let everyone else know
5743,group :  who wants to go next ? 
5744,Group :  I will decrease mine now
5745,whats your factorofsafety now ? 
5746,group :  who wants to go next ? 
5747,group :  who wants to go next ? 
5748,so basically whatever my factorofsafety is is what our system factorofsafety is  we need to find a way to increase my max factorofsafety
5749,group-piston pin now
5750,we are looking at the values in pink on the upper right side  We want a factorofsafety just above  2  and weight below  35 
5751,group-piston pin now
5752,agreed
5753,still maxed at  1   23 
5754,Can you improve factorofsafety ? 
5755,so basically whatever my factorofsafety is is what our system factorofsafety is  we need to find a way to increase my max factorofsafety
5756,connecting rod :  hold on  piston pin changing 
5757,group-piston pin now
5758,New plan  All of us are going to max factorofsafety  and then worry about mass
5759,group-piston pin now
5760,so basically whatever my factorofsafety is is what our system factorofsafety is  we need to find a way to increase my max factorofsafety
5761,we are looking at the values in pink on the upper right side  We want a factorofsafety just above  2  and weight below  35 
5762,sweet
5763,New plan  All of us are going to max factorofsafety  and then worry about mass
5764,we are looking at the values in pink on the upper right side  We want a factorofsafety just above  2  and weight below  35 
5765,New plan  All of us are going to max factorofsafety  and then worry about mass
5766,YOurs is currently the bottleneck
5767,we are looking at the values in pink on the upper right side  We want a factorofsafety just above  2  and weight below  35 
5768,lol i think its flywheel haha
5769,overall factorofsafety is decreawseing
5770,Lets see what happens ? 
5771,GROUP :  ok I see piston-pin  that works too
5772,Flywheel guy is also in on it
5773,so keep playing with your parameters and ill let you know how it impacts me
5774,yep okay
5775,GROUP :  ok I see piston-pin  that works too
5776,GROUP :  ok I see piston-pin  that works too
5777,what is your current mass and factorofsafety ? 
5778,GROUP :  ok I see piston-pin  that works too
5779,Flywheel guy is also in on it
5780,what is your current mass and factorofsafety ? 
5781,yeah
5782,Flywheel guy is also in on it
5783,yo the far right column  should we just pick the one with the lowest ms and highest factorofsafety
5784,piston pin designer is having trouble maxing out his factorofsafety
5785,MASS :   25   95   factorofsafety  2   27 
5786,what is your current and factorofsafety 
5787,okay im at max factorofsafety
5788,i know
5789,okay im at max factorofsafety
5790,what is your current mass and factorofsafety 
5791,mas-  1   23  fos-  12   2 k
5792,decrease urs now
5793,Not with the current piston parameters  I ll see if he can change things so I can get a factorofsafety back over  3 
5794,piston pin is having troublemaxing ofs
5795,Group :  no more changes 
5796,Group :  no more changes 
5797,but the far right column is the projected values for them and I think the ideal broadcast is the one with the best projected values
5798,Group :  no more changes 
5799,Group :  no more changes 
5800,Can you try decreasing diameter back to  45  ? 
5801,At max factorofsafety
5802,At max factorofsafety
5803,I mass working with Piston to improve my factorofsafety
5804,At max factorofsafety
5805,At max factorofsafety
5806,wait lower your mass a bit
5807,On it
5808,Are we good to end ? 
5809,should we end ? 
5810,We at fair  Good enough ? 
5811,We at fair  Good enough ? 
5812,We at fair  Good enough ? 
5813,We at fair  Good enough ? 
5814,hi
5815,What kind of bore diameter are you thinking ? 
5816,hi
5817,Lower rather than higher works better on my end
5818,how are you
5819, 82   5   that is the second lowest for me
5820,thanks
5821,Hey 
5822,Hey
5823,What s the best crankshaft offset ? 
5824,i dont know what to do
5825, 150  is working pretty well for me right now
5826,Ok  I will try that now
5827,what is the offset you have decided to use for the crannkshaft bearing offset ? 
5828,Is it better for the piston bore diameter to be larger or smaller ? 
5829,Do you have any idea about the pistonborediameter value ? 
5830,Do you have a good flywheel diameter and flywheel thickness ? 
5831,The lowest offset possible would be ideal for the mass and factorofsafety for the crankshaft
5832,Is it better for the thickness of the flywheel to be larger or smaller ?  What about the flywheel shaft diameter ? 
5833,Hey
5834,increasing the bore diameter will increase the factor of safety as well as increase weight
5835,Do you have a value for the crankshaft bearing offset  bearingoffset 
5836,What s a good working piston bore diameter ? 
5837,what s your current piston bore diameter ? 
5838,What value would be ideal for the flywheel ? 
5839,bearingoffset  equals to   150 
5840,I have found a piston bore diameter of around  90  to be best for me
5841,doth pistonborediameter and thickness increase the factor of safety and mass
5842,I guess everyone of us shall pick one to broad cast and see the global result and do iterations if needed
5843,what bore diameter are you using ? 
5844,try  41   25  for t _ f and  45  for diameter
5845,So it is better to have a medium value for it then probably
5846, 82   5  i was thinking  the piston pin designer wants the bore size to be minimal
5847,Can I have a current value of pistonborediameter
5848,i just clicked broadcast
5849,current broadcast includes the smallest values that i have access to
5850,I am thinking  82   5  which is the second smallest
5851,Hi
5852,Hi
5853,Hi
5854,if i make the piston diameter smaller  my factorofsafety goes up
5855,that works for me too
5856,yeah that makes sense
5857,Hi
5858,i agree  another component needs to be slimmed down  currently broadcasting my lowest values for both thickness and diameter
5859,Got it thanks
5860,I think that works  i mass not sure how that affects the flyweel but I will change it to offset of  60  which is minimum
5861,gotchya thanks
5862,alright awesome
5863,Hi  looks like we should increase the factor of safety  What factor of safety do you have for the piston
5864,thats the pistonpin i think  rn i have piston diameter of  90 
5865,Making the thickness larger increases mass but reduces factory of safety while decreasing diameter increases both
5866, 40 
5867,What do you currently have for your bore diameter ? 
5868,Is there a way to see the other values ?  The main one updates but I can t see others 
5869,t _ h is currently  2 
5870,y all we need to get the factorofsafety to  2 
5871,is your current value exactly  90  ? 
5872,what is your piston bore diameter ?   40  ? 
5873,y all we need to get the factorofsafety to  2 
5874,Do you have piston bore diameter ?  pistonborediameter 
5875,y all we need to get the factorofsafety to  2 
5876,right now its  40  yes
5877,What is the factor of safety of the connecting rod at the moment ? 
5878,and t _ h is  2 
5879, 55 
5880,what bore diameter are you using ? 
5881,My factorofsafety is at  2   29  
5882,I guess everyone of us shall pick one to broad cast and see the global result and do iterations if needed
5883,yes
5884,Does the flywheel thickness or flywheel shaft diameter affect any of your components ? 
5885,lmk if you change it
5886,i believe  90 
5887,how you doing
5888,piston controls it
5889,will do
5890,Does the flywheel thickness or flywheel shaft diameter affect any of your components ? 
5891,yeah right now i have a piston diameter of  90  and head thickness of  7   25 
5892,I think it s at  2  right now
5893,what is your current value for flywheel shaft diameter ? 
5894,but  90  is best for us
5895,Does the flywheel thickness or flywheel shaft diameter affect any of your components ? 
5896, 90 
5897,Does the flywheel thickness or flywheel shaft diameter affect any of your components ? 
5898,No neither of thos eaffect the crankshaft
5899,I don t think so
5900,ok
5901,Have you changed bore diameter at all ? 
5902,ok
5903,and piston diameter will affect my performance quality
5904,It s  3   41 
5905,What s your current factorofsafety ? 
5906,what can we do in terms of slimming down mass
5907,flywheeldiameter  equals to   50 
5908,thanks
5909,so lower piston diamter lowers your factorofsafety ? 
5910,let me check real quick
5911,What s your current factorofsafety ? 
5912,ok  i mass gonna try different thckness of I section on the rod as well as the conrod length
5913,no problem
5914,Ok now it dropped
5915,Ok  then I think minimizing offset it fine
5916, 3   11 
5917,see what the other group members say
5918,Would increasing or decreasing flywheeldiameter lower the weight ? 
5919,Is there a way to lower that ?  Mass is way too high and factorofsafety too low
5920,sounds good
5921, 4706 
5922,nope
5923,What s is the factor of safety for the piston-pin ? 
5924,Okay so broadcast a low thickness value and a medium diameter value
5925,Yeah
5926,Idon t have that information  but check the front page of your packet
5927,No i changed headthickness piston head thickness but not the diameter
5928,Can we lower that ?  It might drop mass 
5929,Thanks  What s your factorofsafety ? 
5930,what are you factorofsafety Ms at rn ? 
5931,what are you factorofsafety Ms at rn ? 
5932,I think it could be a little lower since a factor of safety above  2  is considered excellent
5933,what are you factorofsafety Ms at rn ? 
5934, 2   36 
5935,how much does does the thickness of rod effect the factor of safety
5936,what are you factorofsafety Ms at rn ? 
5937,Im still waiting for the piston diameter  but with the lowest piston diameter of  40   my factorofsafety is  2   03  with a mass of  0   05 
5938,Right now  1   26  but before it was  2   09 
5939,mine :  ms  1   07   factorofsafety  35   82 
5940,mine :  ms  1   07   factorofsafety  35   82 
5941,I will need the piston diameter
5942,mine :  ms  1   07   factorofsafety  35   82 
5943,what s your design variables ? 
5944,mine :  ms  1   07   factorofsafety  35   82 
5945, 200  for offset works better for me
5946,once you figure it out
5947, 1   26  but before it was  2   09 
5948,My fs is  2   27  and mass is  19   96 
5949,also  can you give me flywheelthickness  flywheel thickness  ? 
5950,sure
5951,factorofsafety ? 
5952,Gotcha
5953,Ms equals to   1   15   factorofsafety  2   29  Next option is  2   29  
5954,basically I mass never selecting an factorofsafety below  2 
5955,flywheelthickness  equals to   12 
5956,Does  2   09  affect mass significantly ? 
5957,How does the bearing support offset affect your part ? 
5958,I have around  10 
5959,It s down to  3   22  with the current bore diameter
5960,thanks
5961,the smaller those two values are  the lighter the part is  but it gets weaker
5962,It does not affect my part
5963,for me still mass equals to  3   82  factorofsafety  1   46 
5964,what are your design variables ? 
5965, 1   3  kg so not really
5966,flyehweel thickness and flywheel shaft diameter
5967,I currently have  10  for thickness and  17   5  for diameter
5968,Wow that s pretty high  Bearing support offset and crank-pin diameter
5969,go for the lower Ms that has an factorofsafety above  2 
5970,I mass trying to pick a middle value
5971,Does the crank-pin diameter affect your part ? 
5972,ok im going to bump mind to midrange to see how much the mass increases
5973,ms :   1   71   factorofsafety :   4   55 
5974,The bore diameter as of right now is  55  I believe
5975,great minds think alike
5976,try  51  for t and  50  for flywheeldiameter
5977,What are your design variables ? 
5978,increase the bore diameter if you need to
5979,does a larger diameter increase your mass ?  or decrease it ? 
5980,My bad  currently at best option  Lowest mass  higher factorofsafety
5981, ;  
5982,That is my highest factorofsafety value
5983,Ima try a factorofsafety of  3   14  with a mass of  7   71 
5984,What are your design variables ? 
5985,same bore diameter
5986,Only the piston diameter pistonborediameter affects my part
5987,increases it
5988,Can you lower your diameter a touch ?  My options depend only on that 
5989,So my factor of safety is too high so I should focus on the mass
5990,should we try  85  for dia ? 
5991,Our mass just increased a lot
5992,So my factor of safety is too high so I should focus on the mass
5993,my mass values range from  1   13  to  3   12 
5994,So my factor of safety is too high so I should focus on the mass
5995,gotcha  try  85  then
5996,and factorofsafety is very low
5997,the piston wont respond to me
5998,cool  if you can minimize mass with a higher factorofsafety  do that
5999,will do
6000,Our mass just increased a lot
6001,so let s lower our weight first
6002,Our mass just increased a lot
6003,Our mass just increased a lot
6004,so let s lower our weight first
6005,so let s lower our weight first
6006,and factorofsafety is very low
6007,yup trying  85  now
6008,and factorofsafety is very low
6009,did you change the bore diameter ? 
6010,i dont have  85   i have  82   5 
6011,and factorofsafety is very low
6012,does it auto update or do we have to refresh or something
6013,Thickness and rod length to crank length ratio
6014,mine says  4   26  and  0   6 
6015,now the whole part is  3   86 
6016,were at very good rn
6017, 82   5  actually
6018,next smallest i can go to is  75  and thats the minimum
6019,Is either flywheelthickness or flywheeldiameter a variable of other subsystems for you ? 
6020, 82   5  is good
6021,were at very good rn
6022,Yeah I put my thickness and diameter to make ms equals to  0   52 
6023,Can you find a way to increase the factorofsafety for your component ? 
6024,okay  the bearing support offset should be minimized for my part and an increasing crank pin diameter increases my factorofsafety
6025,ey ywe did it
6026,Its at very good
6027,Okay  We re probably at the best we can do  Will talk to other designerd 
6028,Good job team
6029,we have exceleent
6030,yea our values are horrible
6031,since if I lower my part s weight the factorofsafety will decrease largely
6032,its at very good
6033,we got it  don t change things
6034,Update it I mass at excellent now
6035,as long as you dont dramatically decrease your factorofsafety because i think most oif it is coming from you
6036,good job team
6037,we got it  don t change things
6038,we have excellent
6039,we got it  don t change things
6040,ok we are good
6041,what is your factorofsafety ? 
6042,Don t change anything 
6043,good job team
6044,we got it  don t change things
6045,what is your factorofsafety ? 
6046,if I lower my part s weight the factorofsafety will decrease largely
6047,and we need all the help we can get with fs
6048,nice
6049,good job team
6050,we have excellent rn
6051,Don t change it 
6052,if I lower my part s weight the factorofsafety will decrease largely
6053,Sounds good
6054,No i changed the thickness but Im about to decrease the bore diameter because the piston pin designer wants to
6055,gg team
6056,niceee haha
6057,what is your factorofsafety ? 
6058,Don t change it 
6059,gg team
6060,gg team
6061,gg team
6062, 9193 
6063,what is your factorofsafety ? 
6064,Sounds good
6065,greatjob
6066,Yeah I am happy with this gg
6067, ? 
6068,gg
6069,great job
6070,we are in excellent right now
6071,Nevermind
6072,What external variables affect your design ? 
6073,great job
6074,great job
6075,you too 
6076,Good job
6077, :  
6078,let me reduce the pistonborediameter to  40 
6079, :  
6080,It only matters about our lowest one I believe
6081, :  
6082,one second
6083, :  
6084,The crank-pin diameter and bearing support offset are my variables
6085,Isnt our factorofsafety about which part has the lowest ? 
6086,Hell to the yeah
6087,is it possible to increase your factor of safety ? 
6088, 4   55  which is my highest
6089,my mass is  1   71 
6090,It looks a little better now
6091,my mass values range from  1   13  to  3   12 
6092,bets on who goes rogue
6093,i think the other designers are gridlocked as far as influencing the factor of safetuy
6094,lets not change anything and get that   20 
6095,flywheel
6096,agreed
6097,what is your factorofsafety for the  1   13  ? 
6098,awfully quiet over there
6099, 0   57 
6100,he and i talked
6101,crankshaft bearing offset
6102,but im stillsuspicious
6103,Lets not change anything and get that   20 
6104, he or she
6105,Do you know whose factorofsafety is the lowest at the moment ? 
6106,Lets not change anything and get that   20 
6107,Lets not change anything and get that   20 
6108,we arent at excellent we would have to drop the weight around  2 kg
6109,lets take bets on who goes rogue
6110,No  Mine is  2   36 
6111,im guessing flywheel
6112,But  17   is not to shabby
6113, ERROR 
6114,What are your values
6115,What is your factorofsafety right now ? 
6116,Yes please 
6117,gotta be inclusive gosh
6118,what is your factorofsafety right now ? 
6119, 
6120,look at the chart on the last page of your booklet  we are shooting for the highest factorofsafety and lowest mass
6121,Sounds good I won t touch it
6122,yeahh i dont trust em
6123,it says excellent for me
6124,I got factorofsafety  2   36 
6125,i dont know the piston diameter
6126,ms equals to  0   52  factorofsafety equals to  1215 
6127,what is your factorofsafety right now ? 
6128,the piston wont respond
6129,if anyone touches our design  im gonna beat   10  out of them
6130,Oh shit never updated it hell yeah
6131, 2   36 
6132,mass equals to  3   48 
6133,hbu ? 
6134,So for my part  the factorofsafety are always very high  so I would be lowing the mass  if your part has low factorofsafety please don t hesitate to increase mass
6135,they ve been awfullly quiet
6136,good good  Lets keep it that way
6137,So for my part  the factorofsafety are always very high  so I would be lowing the mass  if your part has low factorofsafety please don t hesitate to increase mass
6138,So for my part  the factorofsafety are always very high  so I would be lowing the mass  if your part has low factorofsafety please don t hesitate to increase mass
6139,me too
6140,So for my part  the factorofsafety are always very high  so I would be lowing the mass  if your part has low factorofsafety please don t hesitate to increase mass
6141,but then
6142,im at  2   36 
6143, 
6144,for factorofsafety
6145,They just told me their factorofsafety is very high
6146,hi
6147,how do i know it wasnt you ?  ? 
6148,im at  2   36  for factorofsafety
6149,I ll try lowering my mass some
6150,whut is your name
6151,since we have five members  and the excellent mass is  2   then let s first pick a mass value around  0   4  together
6152,using r 2  equals to    5  r 3  equals to   2 
6153,since we have five members  and the excellent mass is  2   then let s first pick a mass value around  0   4  together
6154, 2   36 
6155,since we have five members  and the excellent mass is  2   then let s first pick a mass value around  0   4  together
6156,since we have five members  and the excellent mass is  2   then let s first pick a mass value around  0   4  together
6157,whats it to u
6158,factorofsafety  equals to   2   36 
6159,The only way i can get higher factorofsafety is if piston diameter pistonborediameter is  43  is lower
6160,hmm 
6161,the   20  we just won
6162,good point
6163,OK
6164,but stil mass equals to  3   48 
6165,ur not wrong
6166,I got  2   36 
6167,crankshaft a lil suspicious too
6168,agreed but isnt the factor of safety shown above that of the part with the lowest factorofsafety ? 
6169, 43  or lower for factorofsafety greater than  2 
6170,I have pistonborediameter at  40 
6171,ok  
6172,nah man he chill
6173,im chatting him up lol
6174,i kinda wanna know who the other people are
6175,for mass equals to  3   48 
6176,let s just determine the weight first
6177,should i ask their names
6178,Our factorofsafety just dropped again
6179,aight aight haha
6180,then we will see how the factorofsafety changes
6181,piston thinks youre suspicious 
6182,do ti
6183,Our factorofsafety just dropped again
6184,but i backed you up
